0,1,2,3
neostigmine,N07AA01 S01EB06,D000110,D000110
clonidine,C02AC01 N02CX02 S01EA04,9606.ENSP00000289753,HTR6
haloperidol,N05AD01,9606.ENSP00000325675,GRM6
salicylate,D01AE12 S01BC08 N02BA12 N02BA04,D008084,D008084
metergoline,G02CB05,9606.ENSP00000264672,ADCY2
succinylcholine,M03AB01,9606.ENSP00000319984,CHRM2
dibutyryl cyclic AMP,C01CE04,9606.ENSP00000263025,MAPK3
manidipine,C08CA11,9606.ENSP00000288197,CACNA2D3
phenylephrine,C01CA06 R01AA04 R01AB01 R01BA03 S01FB01 S01GA05,9606.ENSP00000316970,ALOX15B
19-nortestosterone,A14AB01 S01XA11,9606.ENSP00000233242,APOB
GHB,,9606.ENSP00000274547,GABRB2
yohimbine,G04BE04,9606.ENSP00000327652,DRD1
phenobarbital,N03AA02,9606.ENSP00000301645,CYP7A1
capecitabine,L01BC06,9606.ENSP00000309757,LPL
propranolol,C07AA05,9606.ENSP00000294390,PPAP2B
caffeine,N06BC01,9606.ENSP00000288139,CACNA1D
phenobarbital,N03AA02,9606.ENSP00000343331,LIPI
desferrioxamine,V03AC01,9606.ENSP00000334246,CYP4Z1
probucol,C10AX02,9606.ENSP00000294728,VCAM1
clenbuterol,R03AC14 R03CC13,9606.ENSP00000305372,ADRB2
nisoldipine,C08CA07,9606.ENSP00000244411,ITPR3
verapamil,C08DA01,9606.ENSP00000258738,ABCB5
camostat mesilate,B02AB04,9606.ENSP00000324414,KLK11
gemfibrozil,C10AB04,9606.ENSP00000260682,CYP2C9
tacrolimus,D11AX14 L04AA05,9606.ENSP00000332626,ENSP00000332626
metyrapone,V04CD01,9606.ENSP00000318867,CYP8B1
delta 9-tetrahydrocannabinol,A04AD10,9606.ENSP00000264672,ADCY2
pentylenetetrazol,R07AB03,D018079,D018079
captopril,C09AA01,9606.ENSP00000320324,NPEPPS
melphalan,L01AA03,9606.ENSP00000298923,GLYT2
gold sodium thiomalate,M01CB01,9606.ENSP00000295927,TSG14
glibenclamide,A10BB01,9606.ENSP00000233242,APOB
diisopropylfluorophosphate,S01EB07,9606.ENSP00000282957,CPB1
spironolactone,C03DA01,9606.ENSP00000223661,ECM2
tamoxifen,L02BA01,D009955,D009955
caffeine,N06BC01,9606.ENSP00000333212,CYP2U1
nordihydroguaiaretic acid,L01XX10,9606.ENSP00000231004,LOX
lansoprazole,A02BC03,9606.ENSP00000264278,CYP20A1
dexetimide,N04AA08,9606.ENSP00000333348,GPR109B
ziprasidone,N05AE04,9606.ENSP00000306129,DRD5
caffeine,N06BC01,9606.ENSP00000349597,ITPR1
hydroxyzine,N05BB01,9606.ENSP00000347299,ENSP00000347299
paraoxon,S01EB10,9606.ENSP00000294337,CYP4A22
bromocriptine,G02CB01 N04BC01,D011974,D011974
zonisamide,N03AX15,9606.ENSP00000350979,CACNA1G
probucol,C10AX02,D008076,D008076
vinorelbine,L01CA04,9606.ENSP00000259818,ENSP00000259818
capsaicin,N01BX04,9606.ENSP00000261740,TRPV4
rapamycin,L04AA10,9606.ENSP00000256897,CCNH
ipratropium bromide,R01AX03 R03BB01,9606.ENSP00000319984,CHRM2
paraoxon,S01EB10,9606.ENSP00000334954,CYP4X1
silymarin,A05BA03,D011347,D011347
fenofibrate,C10AB05,D000209,D000209
bezafibrate,C10AB02,D017395,D017395
anastrozole,L02BG03,D001141,D001141
carbamazepine,N03AF01,9606.ENSP00000350786,ACCN4
mifepristone,G03XB01,9606.ENSP00000260227,MMP7
diclofenac,D11AX18 M01AB05 M02AA15 S01BC03,9606.ENSP00000294337,CYP4A22
daunorubicin,L01DB02,9606.ENSP00000262266,POLD1
mianserin,N06AX03,9606.ENSP00000176183,ENSP00000176183
imatinib,L01XE01,9606.ENSP00000341208,STAT5A
cyproheptadine,R06AX02,9606.ENSP00000289753,HTR6
nifedipine,C08CA05,9606.ENSP00000310149,CYP2W1
capecitabine,L01BC06,9606.ENSP00000290472,PLA2G4D
nizatidine,A02BA04,D010434,D010434
bortezomib,L01XX32,9606.ENSP00000307358,PSMB8
isoproterenol,C01CA02 R03AB02 R03CB01,9606.ENSP00000271137,VMD2L2
tamoxifen,L02BA01,9606.ENSP00000327513,CSF1
gepirone,N06AX19,9606.ENSP00000316244,HTR1A
bezafibrate,C10AB02,9606.ENSP00000309757,LPL
pentylenetetrazol,R07AB03,9606.ENSP00000264318,GABRA4
sulfasalazine,A07EC01,9606.ENSP00000341794,IL1F10
risperidone,N05AX08,9606.ENSP00000348729,ADRA1C
metyrapone,V04CD01,9606.ENSP00000221307,CYP4F3
vinblastine,L01CA01,9606.ENSP00000199712,TUBE1
cinnarizine,N07CA02,9606.ENSP00000263942,CACNA1S
rapamycin,L04AA10,9606.ENSP00000262187,RHEB
phentolamine,C04AB01 G04BE05,D011942,D011942
dibutyryl cyclic AMP,C01CE04,9606.ENSP00000260229,MMP27
diclofenac,D11AX18 M01AB05 M02AA15 S01BC03,9606.ENSP00000285985,CYP2C8
capecitabine,L01BC06,9606.ENSP00000330729,PLB1
diclofenac,D11AX18 M01AB05 M02AA15 S01BC03,9606.ENSP00000346110,CYP2G1P
propylthiouracil,H03BA02,9606.ENSP00000216649,IGHM
clonazepam,N03AE01,9606.ENSP00000274545,GABRA6
cimetidine,A02BA01,9606.ENSP00000231683,ENSP00000231683
nisoldipine,C08CA07,9606.ENSP00000301050,CACNB3
methamphetamine,N06BA03,9606.ENSP00000270349,SLC6A3
trimipramine,N06AA06,9606.ENSP00000330650,ENSP00000330650
silymarin,A05BA03,9606.ENSP00000227507,CCND1
cinnarizine,N07CA02,9606.ENSP00000320025,CACNB2
succinylcholine,M03AB01,9606.ENSP00000333348,GPR109B
gold thioglucose,M01CB04,D017364,D017364
dantrolene,M03CA01,9606.ENSP00000288139,CACNA1D
minoxidil,C02DC01 D11AX01,9606.ENSP00000262888,KCNN4
caffeine,N06BC01,9606.ENSP00000337915,CYP3A4
valproic acid,N03AG01,9606.ENSP00000278823,MTA2
flutamide,L02BB01,D011944,D011944
desferrioxamine,V03AC01,D005979,D005979
isoproterenol,C01CA02 R03AB02 R03CB01,9606.ENSP00000321618,CACNA1F
yohimbine,G04BE04,D011978,D011978
indomethacin,C01EB03 M01AB01 M02AA23 S01BC01,9606.ENSP00000337128,EDN3
procaine,C05AD05 N01BA02 S01HA05,9606.ENSP00000351401,CACNA1H
carbachol,N07AB01 S01EB02,9606.ENSP00000223364,MYL7
methamphetamine,N06BA03,D017447,D017447
propafenone,C01BC03,9606.ENSP00000346625,CYP2D6
propoxyphene,N02AC04,9606.ENSP00000264278,CYP20A1
desogestrel,G03AC09,9606.ENSP00000345179,APOD
disopyramide,C01BA03,9606.ENSP00000304748,ENSP00000304748
trifluoperazine,N05AB06,9606.ENSP00000293201,MYO15B
fluspirilene,N05AG01,9606.ENSP00000327652,DRD1
pioglitazone,A10BG03,9606.ENSP00000303529,APOL6
rapamycin,L04AA10,9606.ENSP00000264748,FGFRL1
warfarin,B01AA03,9606.ENSP00000305056,PCSK6
encainide,C01BC08,9606.ENSP00000297504,ACCN3
aripiprazole,N05AX12,9606.ENSP00000258400,HTR2B
astemizole,R06AX11,9606.ENSP00000262186,KCNH2
phenobarbital,N03AA02,9606.ENSP00000023897,GABRA1
phenytoin,N03AB02,9606.ENSP00000346625,CYP2D6
dolasetron,A04AA04,D044406,D044406
ximelagatran,B01AE05,9606.ENSP00000301330,ENSP00000301330
dibutyryl cyclic AMP,C01CE04,9606.ENSP00000339672,MMP13
propranolol,C07AA05,9606.ENSP00000347754,HTR3A
triflupromazine,N05AA05,D011954,D011954
remifentanil,N01AH06,9606.ENSP00000234961,OPRD1
pioglitazone,A10BG03,9606.ENSP00000265634,NPTX2
lovastatin,C10AA02,9606.ENSP00000353555,CD36
maprotiline,N06AA21,9606.ENSP00000256906,HRH4
carbachol,N07AB01 S01EB02,9606.ENSP00000280663,CACNA2D4
THA,N06DA01,9606.ENSP00000292212,CHRNB2
melphalan,L01AA03,9606.ENSP00000234256,SLC1A4
gabapentin,N03AX12,9606.ENSP00000335592,GABRA5
carbachol,N07AB01 S01EB02,9606.ENSP00000217964,TBL1X
dipalmitoylphosphatidylcholine,R07AA01,9606.ENSP00000268896,PCTP
felodipine,C08CA02,9606.ENSP00000226021,CACNG1
warfarin,B01AA03,9606.ENSP00000268281,PRSS36
D-600,C08DA02,9606.ENSP00000337829,CACNA1I
diisopropylfluorophosphate,S01EB07,9606.ENSP00000296280,MASP1
warfarin,B01AA03,9606.ENSP00000343577,TPSB2
pindolol,C07AA03,9606.ENSP00000322924,HTR1F
procyclidine,N04AA04,9606.ENSP00000276410,CHRNA6
riluzole,N07XX02,9606.ENSP00000347123,GLRA2
nifedipine,C08CA05,9606.ENSP00000288139,CACNA1D
losartan,C09CA01,9606.ENSP00000329626,COL25A1
nordihydroguaiaretic acid,L01XX10,9606.ENSP00000244007,PLCG1
alprazolam,N05BA12,9606.ENSP00000299267,GABRB3
diazoxide,C02DA01 V03AH01,9606.ENSP00000341479,ENSP00000341479
cyclothiazide,C03AA09,9606.ENSP00000296212,GRIK3
cimetidine,A02BA01,9606.ENSP00000354193,ABP1
cocaine,N01BC01 R02AD03 S01HA01 S02DA02,9606.ENSP00000176183,ENSP00000176183
amiloride,C03DB01,D017923,D017923
minoxidil,C02DC01 D11AX01,9606.ENSP00000330043,KCNQ3
milrinone,C01CE02,9606.ENSP00000309517,SMPDL3A
rapamycin,L04AA10,9606.ENSP00000259211,IL1F6
nifedipine,C08CA05,9606.ENSP00000354228,CACNA2D2
reset,N06BX11,9606.ENSP00000326000,GRIA3
methotrexate,L01BA01 L04AX03,9606.ENSP00000217159,SLCO4A1
dibutyryl cyclic AMP,C01CE04,9606.ENSP00000246186,MMP24
fluvastatin,C10AA04,9606.ENSP00000196805,ZMPSTE24
pimozide,N05AG02,9606.ENSP00000320025,CACNB2
toremifene,L02BA02,9606.ENSP00000310721,CYP7B1
toremifene,L02BA02,9606.ENSP00000261835,CYP46A1
phenobarbital,N03AA02,9606.ENSP00000262890,PAFAH1B3
losartan,C09CA01,9606.ENSP00000347828,COL4A3
propylthiouracil,H03BA02,9606.ENSP00000313419,CD19
diclofenac,D11AX18 M01AB05 M02AA15 S01BC03,9606.ENSP00000285979,CYP2C18
diisopropylfluorophosphate,S01EB07,9606.ENSP00000296498,PRSS12
fluticasone propionate,,9606.ENSP00000226524,PF4V1
baclofen,M03BX01,9606.ENSP00000229606,GABRR2
melperone,N05AD03,9606.ENSP00000347474,DRD2
tacrolimus,D11AX14 L04AA05,9606.ENSP00000225174,PPIF
trifluoperazine,N05AB06,9606.ENSP00000350945,MYO5A
verapamil,C08DA01,D011950,D011950
diisopropylfluorophosphate,S01EB07,9606.ENSP00000335600,PLCD1
diosmetin,,9606.ENSP00000319859,CYP4F11
diltiazem,C08DB01,9606.ENSP00000237596,ENSP00000237596
repaglinide,A10BX02,9606.ENSP00000297169,KCNK5
tienilic acid,C03CC02,9606.ENSP00000314398,CYP4F8
chlorpromazine,N05AA01,9606.ENSP00000265833,MAOB
tolmetin,M01AB03 M02AA21,D012709,D012709
reserpine,C02AA02,9606.ENSP00000219833,SLC6A2
cimetidine,A02BA01,D011970,D011970
carteolol,C07AA15 S01ED05,9606.ENSP00000333212,CYP2U1
4-methylumbelliferone,A05AX02,9606.ENSP00000354083,SULF2
rapamycin,L04AA10,9606.ENSP00000302924,IL17D
imatinib,L01XE01,9606.ENSP00000264568,BMPR1B
cilnidipine,C08CA14,D015220,D015220
atropine,A03BA03 V03AB14 A03BA01 S01FA01,D010434,D010434
imiquimod,D06BB10,9606.ENSP00000258743,IL6
desogestrel,G03AC09,9606.ENSP00000156499,KLK14
imatinib,L01XE01,9606.ENSP00000166244,EPHA8
imiquimod,D06BB10,9606.ENSP00000204566,SPG21
phenylephrine,C01CA06 R01AA04 R01AB01 R01BA03 S01FB01 S01GA05,9606.ENSP00000207437,ENSP00000207437
pindolol,C07AA03,9606.ENSP00000287907,HTR5A
ciprofibrate,C10AB08,D001055,D001055
procainamide,C01BA02,9606.ENSP00000302874,SCNN1B
timolol,C07AA06 S01ED01,9606.ENSP00000305372,ADRB2
cimetidine,A02BA01,9606.ENSP00000205557,ABCC6
bezafibrate,C10AB02,9606.ENSP00000327431,ENSP00000327431
lacidipine,C08CA09,9606.ENSP00000320025,CACNB2
gold sodium thiomalate,M01CB01,9606.ENSP00000264613,CP
captopril,C09AA01,9606.ENSP00000263529,PAPPA2
clofibrate,C10AB01,9606.ENSP00000264005,LCAT
captopril,C09AA01,9606.ENSP00000291726,KLK8
rapamycin,L04AA10,9606.ENSP00000347591,GFRA1
encainide,C01BC08,9606.ENSP00000299333,SCN3B
propranolol,C07AA05,D022702,D022702
tiazofurin,L01XX18,9606.ENSP00000345096,IMPDH1
desferrioxamine,V03AC01,9606.ENSP00000262290,LPO
entacapone,N04BX02,9606.ENSP00000207636,COMT
pindolol,C07AA03,9606.ENSP00000343782,ADRB3
ketamine,N01AX14 N01AX03,9606.ENSP00000263269,GRIN2D
Cardiovasc,C08CA13,9606.ENSP00000350183,CACNA1E
isoflurane,N01AB06,9606.ENSP00000335592,GABRA5
nifedipine,C08CA05,9606.ENSP00000226021,CACNG1
d-tubocurarine,M03AA02,9606.ENSP00000292212,CHRNB2
cilnidipine,C08CA14,9606.ENSP00000226021,CACNG1
rapamycin,L04AA10,9606.ENSP00000261868,EIF3S1
diisopropylfluorophosphate,S01EB07,9606.ENSP00000337084,KLK10
diazoxide,C02DA01 V03AH01,9606.ENSP00000329426,KCNB2
furosemide,C03CA01,D017395,D017395
clenbuterol,R03AC14 R03CC13,D017570,D017570
verapamil,C08DA01,9606.ENSP00000244411,ITPR3
diiodotyrosine,H03BX01,9606.ENSP00000329869,ENSP00000329869
trifluoperazine,N05AB06,D000262,D000262
bezafibrate,C10AB02,9606.ENSP00000156499,KLK14
acrivastine,R06AX18,9606.ENSP00000347299,ENSP00000347299
clofibrate,C10AB01,9606.ENSP00000248508,ECHS1
fenofibrate,C10AB05,9606.ENSP00000265983,HPX
gabapentin,N03AX12,9606.ENSP00000259455,GPR51
promethazine,D04AA10 R06AD02,9606.ENSP00000306490,CHRM1
succinylcholine,M03AB01,9606.ENSP00000221476,CKM
tirofiban,B01AC17,9606.ENSP00000232975,TNNC
DCF,L01XX08,9606.ENSP00000256578,AMPD2
clofibrate,C10AB01,9606.ENSP00000317804,ZDHHC8
acetylcarnitine,N06BX12,9606.ENSP00000262979,NCOA3
Cardiovasc,C08CA13,9606.ENSP00000277549,CACNA1B
metyrapone,V04CD01,9606.ENSP00000301173,CYP2S1
buspirone,N05BE01,9606.ENSP00000294016,ADCY9
tibolone,G03DC05,D011980,D011980
dibutyryl cyclic AMP,C01CE04,D018180,D018180
milrinone,C01CE02,9606.ENSP00000270474,PDE4A
nicotine,N07BA01,9606.ENSP00000289753,HTR6
tienilic acid,C03CC02,9606.ENSP00000334954,CYP4X1
flunitrazepam,N05CD03,9606.ENSP00000342957,GABRD
mibefradil,C08CX01,9606.ENSP00000351401,CACNA1H
carteolol,C07AA15 S01ED05,9606.ENSP00000285981,CYP2C19
nilvadipine,C08CA10,9606.ENSP00000266376,CACNA1C
losartan,C09CA01,9606.ENSP00000307959,DMH
camostat mesilate,B02AB04,9606.ENSP00000261967,F7
propranolol,C07AA05,9606.ENSP00000263611,DBH
isoproterenol,C01CA02 R03AB02 R03CB01,9606.ENSP00000293201,MYO15B
docetaxel,L01CD02,9606.ENSP00000251413,TUBG1
verapamil,C08DA01,9606.ENSP00000326309,DEFB124
P-4,G04BD06,D011976,D011976
salicylate,D01AE12 S01BC08 N02BA12 N02BA04,9606.ENSP00000237014,TTR
aminopyrine,,9606.ENSP00000268053,CYP11A1
acipimox,C10AD06,9606.ENSP00000311037,APOF
mifepristone,G03XB01,9606.ENSP00000221700,CYP4F2
nisoldipine,C08CA07,9606.ENSP00000330916,CACNB4
colchicine,M04AC01,D014746,D014746
propranolol,C07AA05,D018342,D018342
DDAVP,H01BA02,9606.ENSP00000199280,AQP2
carbachol,N07AB01 S01EB02,9606.ENSP00000312999,GNAI2
atenolol,C07AB11 C07AB03,9606.ENSP00000254235,ADCY7
felbamate,N03AX10,9606.ENSP00000338645,GRIN2C
bezafibrate,C10AB02,9606.ENSP00000218099,F9
probenecid,M04AB01,9606.ENSP00000256958,SLCO1B1
alprazolam,N05BA12,9606.ENSP00000346110,CYP2G1P
clofibrate,C10AB01,D008078,D008078
metergoline,G02CB05,9606.ENSP00000297323,ADCY1
procaterol,R03AC16 R03CC08,9606.ENSP00000264672,ADCY2
procaine,C05AD05 N01BA02 S01HA05,9606.ENSP00000237596,ENSP00000237596
imatinib,L01XE01,9606.ENSP00000306654,GFRA2
bezafibrate,C10AB02,9606.ENSP00000260645,ABCG5
bezafibrate,C10AB02,9606.ENSP00000227667,ENSP00000227667
benzocaine,C05AD03 D04AB04 N01BA05 R02AD01,9606.ENSP00000321594,SCNN1D
pranlukast,R03DC02,9606.ENSP00000307445,LTB4R
tramazoline,R01AA09,9606.ENSP00000320944,ADRA2B
gabapentin,N03AX12,9606.ENSP00000245206,GOT2
diisopropylfluorophosphate,S01EB07,9606.ENSP00000181383,CPB2
etoposide,L01CB01,9606.ENSP00000302564,BCL2L1
bambuterol,R03CC12,D002091,D002091
milrinone,C01CE02,D015105,D015105
caffeine,N06BC01,9606.ENSP00000261007,CHRNA1
misoprostol,A02BB01,9606.ENSP00000302846,PTGER4
carbachol,N07AB01 S01EB02,9606.ENSP00000262138,CACNG4
prochlorperazine,N05AB04,9606.ENSP00000327652,DRD1
clenbuterol,R03AC14 R03CC13,9606.ENSP00000351200,MYH9
fenofibrate,C10AB05,D001056,D001056
fluticasone propionate,,9606.ENSP00000264492,CXCL2
Cardiovasc,C08CA13,9606.ENSP00000237596,ENSP00000237596
chlorpromazine,N05AA01,9606.ENSP00000264672,ADCY2
manidipine,C08CA11,9606.ENSP00000320025,CACNB2
probucol,C10AX02,9606.ENSP00000227666,ENSP00000227666
imipramine,N06AA02,9606.ENSP00000327652,DRD1
tolbutamide,A10BB03 V04CA01,9606.ENSP00000285979,CYP2C18
docetaxel,L01CD02,9606.ENSP00000315759,TUBAL3
haloperidol,N05AD01,9606.ENSP00000295881,DRD3
propofol,N01AX10,9606.ENSP00000264428,GLRB
nicotine,N07BA01,9606.ENSP00000234389,GRIN3B
ipratropium bromide,R01AX03 R03BB01,9606.ENSP00000293780,CHRNE
caffeine,N06BC01,9606.ENSP00000308361,P2RY14
glycerophosphocholine,N07AX02,9606.ENSP00000342793,PLD1
4-methylumbelliferone,A05AX02,9606.ENSP00000308591,GAL3ST3
isoproterenol,C01CA02 R03AB02 R03CB01,D018118,D018118
camostat mesilate,B02AB04,9606.ENSP00000233025,SPCS1
D-600,C08DA02,9606.ENSP00000288197,CACNA2D3
atropine,A03BA03 V03AB14 A03BA01 S01FA01,9606.ENSP00000195455,AC1
estrogen,G03CA01 L02AA03,9606.ENSP00000337876,GGT1
misoprostol,A02BB01,9606.ENSP00000291294,PTGIR
chloral hydrate,N05CC01,9606.ENSP00000285981,CYP2C19
rapamycin,L04AA10,9606.ENSP00000263341,IL1B
losartan,C09CA01,9606.ENSP00000296046,ENSP00000296046
encainide,C01BC08,9606.ENSP00000346625,CYP2D6
trimipramine,N06AA06,9606.ENSP00000278017,CYP17A1
atorvastatin,C10AA05,D019010,D019010
tolbutamide,A10BB03 V04CA01,9606.ENSP00000333946,COQ6
diisopropylfluorophosphate,S01EB07,9606.ENSP00000246515,SLURP1
piroxicam,M01AC01 M02AA07 S01BC06,9606.ENSP00000217407,LBP
acenocoumarol,B01AA07,9606.ENSP00000218099,F9
amphetamine,N06BA01 N06BA02,9606.ENSP00000296479,GRM2
metoclopramide,A03FA01,9606.ENSP00000272190,ENSP00000272190
phenprocoumon,B01AA04,9606.ENSP00000327545,NPTXR
caffeine,N06BC01,9606.ENSP00000222212,CACNG7
nadolol,C07AA12,D011943,D011943
sevoflurane,N01AB08,9606.ENSP00000275066,GABRR1
gallamine,M03AC02,9606.ENSP00000258385,CHRND
astemizole,R06AX11,D011969,D011969
danazol,G03XA01,9606.ENSP00000236260,SERPINC1
remoxipride,N05AL04,9606.ENSP00000295881,DRD3
phenytoin,N03AB02,9606.ENSP00000349320,CACNA2D1
losartan,C09CA01,9606.ENSP00000300527,COL6A2
chlorpromazine,N05AA01,9606.ENSP00000315299,CALML3
repaglinide,A10BX02,9606.ENSP00000228858,KCNA1
prednisone,A07EA03 H02AB07,9606.ENSP00000231509,NR3C1
iloprost,B01AC11,9606.ENSP00000265455,ALOX5
diazoxide,C02DA01 V03AH01,9606.ENSP00000288309,KCNJ6
felodipine,C08CA02,9606.ENSP00000300105,CACNG2
aminoglutethimide,L02BG01,9606.ENSP00000274118,ENSP00000274118
sevoflurane,N01AB08,9606.ENSP00000274545,GABRA6
mifepristone,G03XB01,9606.ENSP00000347164,ANXA4
tolbutamide,A10BB03 V04CA01,9606.ENSP00000257149,CYP2J2
hydrochlorothiazide,C03AA03,9606.ENSP00000178638,CA12
D-penicillamine,M01CC01,D011393,D011393
naproxen,G02CC02 M01AE02 M02AA12,9606.ENSP00000295897,ALB
gabapentin,N03AX12,9606.ENSP00000274547,GABRB2
streptozotocin,L01AD04,9606.ENSP00000292432,ENSP00000292432
mecamylamine,C02BB01,9606.ENSP00000315602,CHRNA3
melphalan,L01AA03,9606.ENSP00000023064,SLC7A9
topiramate,N03AX11,9606.ENSP00000322460,SCN4B
cilnidipine,C08CA14,D020746,D020746
salbutamol,R03AC02 R03CC02,9606.ENSP00000308685,ADCY5
felodipine,C08CA02,9606.ENSP00000337829,CACNA1I
bepridil,C08EA02,9606.ENSP00000320025,CACNB2
lansoprazole,A02BC03,9606.ENSP00000268053,CYP11A1
phenytoin,N03AB02,9606.ENSP00000262209,TRPA1
doxazosin,C02CA04,9606.ENSP00000227665,APOA5
urapidil,C02CA06,9606.ENSP00000320944,ADRA2B
phenylbutazone,M01AA01 M02AA01,9606.ENSP00000307549,NPTX1
losartan,C09CA01,9606.ENSP00000339283,NLN
lovastatin,C10AA02,9606.ENSP00000260645,ABCG5
pindolol,C07AA03,9606.ENSP00000335511,HTR3E
troglitazone,A10BG01,9606.ENSP00000216279,ENSP00000216279
streptozotocin,L01AD04,D000262,D000262
indomethacin,C01EB03 M01AB01 M02AA23 S01BC01,D020781,D020781
enflurane,N01AB04,9606.ENSP00000342957,GABRD
riluzole,N07XX02,9606.ENSP00000326000,GRIA3
oxazolidinone,N05BX01,9606.ENSP00000265833,MAOB
dantrolene,M03CA01,9606.ENSP00000280663,CACNA2D4
papaverine,A03AD01 G04BE02,D015105,D015105
ethylmorphine,R05DA01 S01XA06,9606.ENSP00000285949,CYP26C1
reserpine,C02AA02,9606.ENSP00000264672,ADCY2
trimipramine,N06AA06,9606.ENSP00000347006,ENSP00000347006
imatinib,L01XE01,9606.ENSP00000349437,IGF2R
lovastatin,C10AA02,9606.ENSP00000269724,SAMD1
toremifene,L02BA02,9606.ENSP00000310149,CYP2W1
progabide,N03AG05,9606.ENSP00000262857,GABRA3
bortezomib,L01XX32,9606.ENSP00000350311,BCL2L11
encainide,C01BC08,9606.ENSP00000006839,SCN4A
rapamycin,L04AA10,9606.ENSP00000281359,IL2RA
mianserin,N06AX03,9606.ENSP00000337949,HTR7
methylprednisolone,D07AA01 D10AA02 H02AB04,9606.ENSP00000319435,ENSP00000319435
phenobarbital,N03AA02,D001189,D001189
paraoxon,S01EB10,9606.ENSP00000346228,PLA2G4C
verapamil,C08DA01,9606.ENSP00000241333,KCNC4
phenobarbital,N03AA02,9606.ENSP00000301141,CYP2A6
pimozide,N05AG02,9606.ENSP00000262138,CACNG4
risperidone,N05AX08,9606.ENSP00000337949,HTR7
diclofenac,D11AX18 M01AB05 M02AA15 S01BC03,9606.ENSP00000264278,CYP20A1
pioglitazone,A10BG03,9606.ENSP00000245206,GOT2
lidocaine,C01BB01 C05AD01 D04AB01 N01BB02 R02AD02 S01HA07 S02DA01,9606.ENSP00000264432,ACCN5
felodipine,C08CA02,9606.ENSP00000244411,ITPR3
danazol,G03XA01,9606.ENSP00000278407,SERPING1
simvastatin,C10AA01,9606.ENSP00000287936,HMGCR
flufenamic acid,M01AG03,9606.ENSP00000282561,GJA1
buspirone,N05BE01,9606.ENSP00000260600,KIAA0511
secobarbital,N05CA06,9606.ENSP00000274545,GABRA6
methyldopa,C02AB01 C02AB02,9606.ENSP00000321988,ENSP00000321988
dibutyryl cyclic AMP,C01CE04,D011962,D011962
lovastatin,C10AA02,9606.ENSP00000252491,APOC1
gemfibrozil,C10AB04,D008075,D008075
reset,N06BX11,9606.ENSP00000301218,GRIK5
probucol,C10AX02,9606.ENSP00000297289,ENSP00000297289
aminopyrine,,9606.ENSP00000294337,CYP4A22
erdosteine,R05CB15,9606.ENSP00000338969,GPX5
fluspirilene,N05AG01,D011954,D011954
amisulpride,N05AL05,9606.ENSP00000295881,DRD3
acebutolol,C07AB04,D011943,D011943
phenobarbital,N03AA02,9606.ENSP00000272167,EPHX1
valproic acid,N03AG01,9606.ENSP00000080059,HDAC7A
mitomycin C,L01DC03,D009251,D009251
minoxidil,C02DC01 D11AX01,9606.ENSP00000350766,KCNMA1
lidocaine,C01BB01 C05AD01 D04AB01 N01BB02 R02AD02 S01HA07 S02DA01,9606.ENSP00000337915,CYP3A4
nifedipine,C08CA05,9606.ENSP00000352037,ENSP00000352037
propranolol,C07AA05,9606.ENSP00000346625,CYP2D6
felodipine,C08CA02,9606.ENSP00000291295,ENSP00000291295
metergoline,G02CB05,9606.ENSP00000316244,HTR1A
repaglinide,A10BX02,9606.ENSP00000258230,KCNK1
nicotine,N07BA01,9606.ENSP00000332549,GRIN2A
Triton WR-1339,R05CA01,9606.ENSP00000289906,APOA2
spironolactone,C03DA01,9606.ENSP00000346511,COL2A1
debrisoquine,C02CC04,9606.ENSP00000346625,CYP2D6
mifepristone,G03XB01,9606.ENSP00000340241,ENSP00000340241
alprenolol,C07AA01,9606.ENSP00000306662,ADRA1B
tazarotene,D05AX05,9606.ENSP00000299529,CRABP1
halothane,N01AB01,9606.ENSP00000269703,ENSP00000269703
glycerophosphocholine,N07AX02,9606.ENSP00000243052,PDE1B
streptozotocin,L01AD04,9606.ENSP00000229690,APOM
glycerophosphocholine,N07AX02,9606.ENSP00000318550,PDE6C
acetaminophen,N02BE01,9606.ENSP00000349860,GFPT1
polyinosinic-polycytidylic acid,L03AX07,9606.ENSP00000262947,IL25
riluzole,N07XX02,D009414,D009414
"1,8-dihydroxy-9-anthrone",,D001094,D001094
imiquimod,D06BB10,9606.ENSP00000302935,IL16
irinotecan,L01XX19,9606.ENSP00000265724,ABCB1
desferrioxamine,V03AC01,9606.ENSP00000318867,CYP8B1
phenobarbital,N03AA02,9606.ENSP00000205214,ENSP00000205214
lamotrigine,N03AX09,9606.ENSP00000006839,SCN4A
alprazolam,N05BA12,9606.ENSP00000264318,GABRA4
paraoxon,S01EB10,9606.ENSP00000275016,CYP39A1
probenecid,M04AB01,9606.ENSP00000309741,SLCO4C1
domperidone,A03FA03,9606.ENSP00000295881,DRD3
amphetamine,N06BA01 N06BA02,9606.ENSP00000295881,DRD3
azelaic acid,D10AX03,D014442,D014442
remoxipride,N05AL04,9606.ENSP00000176183,ENSP00000176183
melphalan,L01AA03,9606.ENSP00000353017,SLC1A6
verapamil,C08DA01,9606.ENSP00000258385,CHRND
warfarin,B01AA03,9606.ENSP00000264690,KLKB1
simvastatin,C10AA01,9606.ENSP00000352471,ENSP00000352471
desferrioxamine,V03AC01,9606.ENSP00000307530,FTLL1
propranolol,C07AA05,9606.ENSP00000297323,ADCY1
